https://github.com/anna-dwish/vooga/commit/779afc0a11cc51908de825600704b666bec5815f,,"added in very basic methods in the external runner, enginer, and data apis",True,,,,,,,,,,,,,,,
https://github.com/anna-dwish/vooga/commit/a57e95d5c1ed5eb51ec4b477813e81f99600c57a,,"Added in GameObject and VisualState abstractions, along with empty external center and external author apis as neither currents export any methods",False,,,,,,,,,,,,,,,
https://github.com/anna-dwish/vooga/commit/37c10e041a6041d949d7fda70ff2dbc85d39933c,,added in modules,True,,,,,,,,,,,,,,,
https://github.com/anna-dwish/vooga/commit/bf5372177f4f208003530bf335eca4f5acf64deb,,"Added some initial pane classes and properties files, began work on PropertiesPane",True,,,,,,,,,,,,,,,
https://github.com/anna-dwish/vooga/commit/8687ab2fa4a5517e344cc52a4e1e4e79212ef3db,,More detail into properties,True,,,,,,,,,,,,,,,
https://github.com/anna-dwish/vooga/commit/85a42d084b69fb703a36efb2824c4b009c14744e,,Added component classes #48,True,,,,,,,,,,,,,,,
https://github.com/anna-dwish/vooga/commit/8f1dced5f2bb998787971206adea643e0d6f2fc4,,Added more features to properties views #52,True,,,,,,,,,,,,,,,
https://github.com/anna-dwish/vooga/commit/a039221f5632f5afe561ce5a45c8a553d64de4e2,,#53 started getting a general AuthoringManager going and a basic subpane for within that,True,,,,,,,,,,,,,,,
https://github.com/anna-dwish/vooga/commit/8083b6d6ab4aa0bee61476acc8f4edcbab73831e,,#53 added protection for if a file doesnt have an extension or it is not jpg or png,True,,,,,,,,,,,,,,,
https://github.com/anna-dwish/vooga/commit/7b8e41a53673e28fd5fa20e76d36208c822b46bd,,basics of authoring environment added,True,,,,,,,,,,,,,,,
https://github.com/anna-dwish/vooga/commit/3d71601414ef6e58e96c0f552fd37c54f8e1a1fc,,#53 formatted subpanes to be more uniform,True,,,,,,,,,,,,,,,
https://github.com/anna-dwish/vooga/commit/be416c7c7dd4018c9975579e88fc0b321ffa015c,,#53 formatted AuthoringManager displaying images,True,,,,,,,,,,,,,,,
https://github.com/anna-dwish/vooga/commit/8dddbad8cdfa1631b04ccf30217f8bcebfa871da,,#53 browse button good,True,,,,,,,,,,,,,,,
https://github.com/anna-dwish/vooga/commit/8743ad7ece5ca92b81eb807dd686fea22e0509ad,,Got xstream and .jar files working so a simple entity with two components was serialized and deserialized in authoring. Need to go over a few errors/warning messages I'm concerned about before anyone else should set this up on their computers,True,,,,,,,,,,,,,,,
https://github.com/anna-dwish/vooga/commit/cab3e9eeba1ce0ebda0efaa76c372eaeecdf3803,,"Properties pane now works for Levels, added LabelManager, improved structure of properties management #52 #54",True,,,,,,,,,,,,,,,
https://github.com/anna-dwish/vooga/commit/b29f5ead0ef854206093c09b578c1485c5bd7099,,Enhanced CSS styling #55,True,,,,,,,,,,,,,,,
https://github.com/anna-dwish/vooga/commit/dc0c151ab96d1587ccb26e05a2e0fd92cd56bd5a,,#53 can now select an image and the String filename will be returned,True,,,,,,,,,,,,,,,
https://github.com/anna-dwish/vooga/commit/673703835cedfc24e597ba5101692c2f60c0f9dd,,moved all components into their own package within engine.external,True,,,,,,,,,,,,,,,
https://github.com/anna-dwish/vooga/commit/07b7b38d2397a611d8ba75ad29b75076309d9803,,changed module-info.java to include javafx graphics,True,,,,,,,,,,,,,,,
https://github.com/anna-dwish/vooga/commit/6cea6fd0c87b0a5bd329434348094ffdc7902d97,,#63 changed the header of all the components to un-generify their object type parameters,True,,,,,,,,,,,,,,,
https://github.com/anna-dwish/vooga/commit/92d7b2950c029c7a1d322c17e495b0896d8370d1,,#53 formatted image display,True,,,,,,,,,,,,,,,
