https://github.com/robstoll/atrium/commit/80f5b6ad975f697b9eaa641f2538d37bf78db853,,"define module-info.java and include it into jars

Unfortunately I cannot yet define module-info.java for all modules
because some of them contain deprecated code which causes split
packages.",True
https://github.com/robstoll/atrium/commit/daee3861208a29cd676eae9bca28f284bbf54904,,"turn domain-api and domain-builders into modules

- move deprecated ReporterBuilder from domain-builders to
  domain-api-deprecated
- fix spelling in package failurehandlers in domain-api
- adjust requires in other modules",True
https://github.com/robstoll/atrium/commit/e707f4066884465816516025b3b0e7408db58b8b,,move domain-robstoll into domain.robstoll package,False
https://github.com/robstoll/atrium/commit/0f329340f87156f28e334db82c4663374a02aca3,,move domain-robstoll-lib into domain... package,True
https://github.com/robstoll/atrium/commit/7f38c71d18b0985e18ce7c6077c568efbe665822,,"move deprecated core to own module

Moreover:
- remove core-api-late-binding
- turn core-robstoll into module",True
https://github.com/robstoll/atrium/commit/efb4900c4b0a6c92320101154a9f40a24bceaa5b,,use AssertImpl instead of AssertionBuilder in domain-robstoll,False
https://github.com/robstoll/atrium/commit/4c911de2278d5f19185b67c2c04ba4793cc895ed,,use AssertImpl instead of AssertionBuilder in spec,False
https://github.com/robstoll/atrium/commit/ffb4664054d25ca6b2d0096b118fe1b08048c933,,use AssertImpl instead of AssertionBuilder in assertions,False
https://github.com/robstoll/atrium/commit/e9ba2a779fe0c5326206902f9dbb91441f85d003,,"update deprecations, use AssertImpl instead of AssertionGroup",False
https://github.com/robstoll/atrium/commit/05625de073610441ef32f2cf9c5cbc36ace23236,,"turn AssertionBuilder and co. into interfaces

We want to have interfaces for extension points thus:
- rename AssertionBuilder to AssertionBuilderImpl and make it internal
  - same for other builders
  - in lieu thereof extract interfaces and name them as the builders
    where named previously
  - introduce top val assertionBuilder which return the implementation",True
https://github.com/robstoll/atrium/commit/8bb0b53f7ebfaa8a544351820c7b333f26665d64,,"introduce common AssertionGroupBuilder interface

The create methods should only expect numbers of assertions and not
assertion group specific data. This way we can easily add more create
overloads. Thus:
- move name and subject to property in AssertionBuilder, or in other
  words, turn property into function which expects name and subject",True
https://github.com/robstoll/atrium/commit/e76cc44b719f4cdfa489717d586dfa062568a14e,,"turn ReporterBuilder into an interface

Also the ReporterBuilder might be extended and thus we should use
interfaces as extension points.",True
https://github.com/robstoll/atrium/commit/8e796b386b6f5a20954f8014f5346526269f08f1,,"shortcut fun messageContains

I am using `message { contains(...) }` most of the times when creating
a sub assertion for a thrown Throwable and I guess others do it as well.
Thus:
- add a shortcut function
- fix #16 -- spec will fail otherwise, we need to fix it ;)
  => AssertionCollector has to call `assertions` on the collected
     AssertionGroups (incl. nested)",False
https://github.com/robstoll/atrium/commit/a1628aaadb7d30199a24d85ac6aef26ce4bbdcb1,,"use messageContains where appropriate

- fix BigDecimalAssertionsSpec, at many places we assert that the
  message contains subject, where subject refers to the message and no
  to the subject of the assertion.",False
https://github.com/robstoll/atrium/commit/c387ff060146c697d53bbe73d7b99ddf5ea554a8,,"include actual size in hasSize

- adopt corresponding spec for Collection and Map
- remove DescriptionCollectionAssertion.HAS_SIZE
- introduce DescriptionMapAssertion (should have been done earlier)
- adopt bc-test => forgiving test; hasSize uses subject now and does no
  longer include `has size` but `-> size`
- fixes #17",True
https://github.com/robstoll/atrium/commit/2853b0698f8278d40651ecb293050088294a2d36,,"generalise collecting assertion and add to AssertImpl

- turn AssertionCollector into two interfaces, separating the behaviour
  => one throws and the other does not.
  - introduce Services for both
- introduce a service for collecting assertions not in the context of
  explanation (basically what mapAssertion and collectionAssertion used)
- add services to AssertImpl with `collector` as entry point",True
https://github.com/robstoll/atrium/commit/f617ec027e92f59d3ec06e75f81f08a6d97c86bb,,"move AssertImpl to ch.tutteli.atrium.domain.builders

since it does not only refer to classes involved in `creating` but also
`assertions`, we should place it one level up",True
https://github.com/robstoll/atrium/commit/74304b9dacf6f3183a25519a46ae6975050dfcbe,,"move internal AssertionBuilder classes to package impl

This way they are really not available starting with jdk9",True
https://github.com/robstoll/atrium/commit/7eeefa1a9a473cdb85aa0cded3b335f789a6083c,,"add KProperty free property feature assertions fun

We should add an overload which expects name and a lambda which returns
the value as we did for _returnValueOf (overload without KFunction).
This way one can write some feature assertions in a subjectLess style
(in explanation).",True
